db_id,jaar van uitgave,editie,display_title,nummer,uitgever,verkend,herzien,bewerkt,uitgave,bijgewerkt,opname_jaar,basis_jaar,basis,schaal,bewerker,reproductie,editie,waterstaatskaart,bijkaart_we,bijkaart_hw,exemplaren,urls,plaatskenmerk,ocn,fysieke kenmerken,notities,stempels,provenance,url,
100,[1880],1,32 - AMERSFOORT 4,32,Top. Inrigting,1879,,1880,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/32 Amersfoort-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301177 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//38/01/93/38019364511749924644472843104304927007.jpg/mode/1up,
283,[1928],2,32 - AMERSFOORT 4,32,Top. Inrichting,,1928,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/32 Amersfoort-4.jpg,-,,,,,,,
427,[1953],3,32 - AMERSFOORT OOST,32,,,1951,,,1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/32 Amersfoort-Oost.jpg,-,,,,,,,
560,1969,4,32 - AMERSFOORT OOST,32,,,1968,,1969,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/32 Amersfoort-Oost.jpg,-,,,,,,,
828,1984,5,32 - AMERSFOORT OOST,32,"meetkundige dienst, delft",,,,1984,,1983,1975,"Topografische kaart 1975, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/32 Amersfoort-Oost-1.jpg,-,,,,,,,
829,1984,5,32 - AMERSFOORT OOST - bijkrt.h.w.,32,"meetkundige dienst, delft",,,,1984,,1983,1975,"Topografische kaart 1975, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/32 Amersfoort-Oost-2.jpg,-,,,,,,,
426,[1953],3,32 - AMERSFOORT WEST,32,,,1952,,,1953,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/32 Amersfoort-West.jpg,-,,,,,,,
559,1970,4,32 - AMERSFOORT WEST,32,,,1969,,1970,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/32 Amersfoort-West.jpg,-,,,,,,,
825,1985,5,32 - AMERSFOORT WEST,32,"meetkundige dienst, delft",,,,1985,,1983,1983,"Topografische kaart 1983, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/32 Amersfoort-West-1.jpg,-,,,,,,,
826,1984,5,32 - AMERSFOORT WEST - bijkrt.h.w.,32,"meetkundige dienst, delft",,,,1984,,1983,1983,"Topografische kaart 1983, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Delft",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/32 Amersfoort-West-2.jpg,-,,,,,,,
827,1985,5,32 - AMERSFOORT WEST - bijkrt.w.e.,32,"meetkundige dienst, delft",,,,1985,,1983,1983,"Topografische kaart 1983, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1983","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/32 Amersfoort-West-3.jpg,-,,,,,,,
564,1976,4,33 - APELDOORN OOST,33,,,1974,,1976,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/33 Apeldoorn-Oost-1.jpg,-,,,,,,,
833,1988,5,33 - APELDOORN OOST,33,"meetkundige dienst, delft",,,,1988,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/33 Apeldoorn-Oost-1.jpg,-,,,,,,,
565,1976,4,33 - APELDOORN OOST - bijkrt.h.w.,33,,,,,1976,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/33 Apeldoorn-Oost-2.jpg,-,,,,,,,
834,1987,5,33 - APELDOORN OOST - bijkrt.h.w.,33,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/33 Apeldoorn-Oost-2.jpg,-,,,,,,,
566,1977,4,33 - APELDOORN OOST - bijkrt.w.e.,33,,,,,1977,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/33 Apeldoorn-Oost-3.jpg,-,,,,,,,
835,1987,5,33 - APELDOORN OOST - bijkrt.w.e.,33,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/33 Apeldoorn-Oost-3.jpg,-,,,,,,,
561,1975,4,33 - APELDOORN WEST,33,,,1974,,1975,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/33 Apeldoorn-West-1.jpg,-,,,,,,,
830,1987,5,33 - APELDOORN WEST,33,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen 1987",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/33 Apeldoorn-West-1.jpg,-,,,,,,,
562,1975,4,33 - APELDOORN WEST - bijkrt.h.w.,33,,,,,1975,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/33 Apeldoorn-West-2.jpg,-,,,,,,,
831,1987,5,33 - APELDOORN WEST - bijkrt.h.w.,33,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/33 Apeldoorn-West-2.jpg,-,,,,,,,
563,1975,4,33 - APELDOORN WEST - bijkrt.w.e.,33,,,,,1975,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/33 Apeldoorn-West-3.jpg,-,,,,,,,
832,1987,5,33 - APELDOORN WEST - bijkrt.w.e.,33,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/33 Apeldoorn-West-3.jpg,-,,,,,,,
101,[1881],1,33 - ZUTPHEN 1,33,Top. Inrigting,1880,,1881,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/33 Zutphen-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301178 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//38/56/07/38560726660603871711526076788999168515.jpg/mode/1up,
102,[1881],1,33 - ZUTPHEN 2,33,Top. Inrigting,1880,,1881,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/33 Zutphen-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301179 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//31/75/75/31757569782847476162416660616917646215.jpg/mode/1up,
103,[1881],1,33 - ZUTPHEN 3,33,Top. Inrigting,1879,,1881,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/33 Zutphen-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301180 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//13/01/44/130144276315674391572131428145881585366.jpg/mode/1up,
104,[1881],1,33 - ZUTPHEN 4,33,Top.Inrigting,1879,,1881,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/33 Zutphen-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301181 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//45/25/55/45255566165310097334247709834717240109.jpg/mode/1up,
285,[1935],2,33 - ZUTPHEN OOST,33,,1929,,,,1935,,,,,Alg. Dienst Rijkswaterstaat,Top. Dienst,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/33 Zutphen-Oost.jpg,-,,,,,,,
429,1960,3,33 - ZUTPHEN OOST,33,,,1959,,1960,,,,,,"Rijkswaterstaat, Directie Algemene Dienst","Rijkswaterstaat, Directie Algemene Dienst",3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/33 Zutphen-Oost.jpg,-,,,,,,,
284,1935,2,33 - ZUTPHEN WEST,33,top. dienst,,1930,,1935,1935,,,,Schaal 1:50000,den Algemenen Dienst van den Rijkswaterstaat,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/33 Zutphen-West.jpg,-,,,,,,,
428,[1959],3,33 - ZUTPHEN WEST,33,,,1959,,,,,,,,"Rijkswaterstaat, Directie Algemene Dienst",J.J. Groen & Zn. N.V. Leiden,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/33 Zutphen-West.jpg,-,,,,,,,
570,1979,4,34 - ENSCHEDE OOST,34,,,1977,,1979,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/34 Enschede-Oost-1.jpg,-,,,,,,,
839,1988,5,34 - ENSCHEDE OOST,34,"meetkundige dienst, delft",,,,1988,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/34 Enschede-Oost-1.jpg,-,,,,,,,
571,1979,4,34 - ENSCHEDE OOST - bijkrt.h.w.,34,,,,,1979,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/34 Enschede-Oost-2.jpg,-,,,,,,,
840,1987,5,34 - ENSCHEDE OOST - bijkrt.h.w.,34,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/34 Enschede-Oost-2.jpg,-,,,,,,,
572,1979,4,34 - ENSCHEDE OOST - bijkrt.w.e.,34,,,,,1979,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/34 Enschede-Oost-3.jpg,-,,,,,,,
841,1987,5,34 - ENSCHEDE OOST - bijkrt.w.e.,34,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/34 Enschede-Oost-3.jpg,-,,,,,,,
567,1977,4,34 - ENSCHEDE WEST,34,,,1975,,1977,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/34 Enschede-West-1.jpg,-,,,,,,,
836,1987,5,34 - ENSCHEDE WEST,34,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/34 Enschede-West-1.jpg,-,,,,,,,
568,1977,4,34 - ENSCHEDE WEST - bijkrt.h.w.,34,,,,,1977,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/34 Enschede-West-2.jpg,-,,,,,,,
837,1987,5,34 - ENSCHEDE WEST - bijkrt.h.w.,34,"Meetkundige Dienst, Delft",,,,1987,,1986,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1986","Topografische Dienst, Emmen",5,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/34 Enschede-West-2.jpg,-,,,,,,,
569,1977,4,34 - ENSCHEDE WEST - bijkrt.w.e.,34,,,,,1977,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/34 Enschede-West-3.jpg,-,,,,,,,
838,1987,5,34 - ENSCHEDE WEST - bijkrt.w.e.,34,"meetkundige dienst, delft",,,,1987,,1987,1977,"Topografische kaart 1977, Gedeeltelijk bijgewerkt",,"Waterstaatskartografie, opname 1987","Topografische Dienst, Emmen",5,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vijfde_editie/34 Enschede-West-3.jpg,-,,,,,,,
105,[1884],1,34 - GROENLO 1,34,Top. Inrigting,1882,,1884,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/34 Groenlo-1.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301182 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//69/79/51/69795104752955868239210229581999981229.jpg/mode/1up,
286,[1929],2,34 - GROENLO 1,34,Top. Inrichting,,1929,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-1.jpg,-,,,,,,,
106,[1884],1,34 - GROENLO 2,34,Top. Inrigting,1882,,1884,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/34 Groenlo-2.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301183 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//58/73/82/58738243789760679879909106201135141392.jpg/mode/1up,
287,[1929],2,34 - GROENLO 2,34,Top. Inrichting,,1929,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-2.jpg,-,,,,,,,
107,[1883],1,34 - GROENLO 3,34,Top. Inrigting,1881,,1883,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/34 Groenlo-3.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301184 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//15/11/74/151174488665903575784502097134465300978.jpg/mode/1up,
288,[1929],2,34 - GROENLO 3,34,Top. Inrichting,,1929,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-3.jpg,-,,,,,,,
108,[1881],1,34 - GROENLO 4,34,,,,1881,,,,,,Schaal van 10000 Meters,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/34 Groenlo-4.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301185 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//33/05/02/33050228920828509380509407182876887071.jpg/mode/1up,
289,[1929],2,34 - GROENLO 4,34,Top.-Dienst,,1929,,,,,,,Schaal van 10000 Meter,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/34 Groenlo-4.jpg,-,,,,,,,
431,[1954],3,34 - GROENLO OOST,34,,,1953-1954,,,,,,,,Alg. Dienst Rijkswaterstaat,Topografische Dienst,3,FALSE,FALSE,FALSE,3,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/34 Groenlo-Oost.jpg,-,,,,,,,
430,[1953],3,34 - GROENLO WEST,34,,1952-1953,,,,,,,,,Algemene Dienst Rijkswaterstaat,J.J. Groen & Zn. N.V. Leiden,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/34 Groenlo-West.jpg,-,,,,,,,
573,1979,4,35 - GLANERBRUG,35,,,1977,,1979,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,TRUE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/35 Glanerbrug-1.jpg,-,,,,,,,
574,1979,4,35 - GLANERBRUG - bijkrt.h.w.,35,,,,,1979,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,FALSE,TRUE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/35 Glanerbrug-2.jpg,-,,,,,,,
109,[1872],1,36 - GOEDEREEDE,36,Top. Bureau,,,1872,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/36 Goedereede.jpg,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301186 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//13/01/29/13012973899595161530365805748769695576.jpg/mode/1up,
290,[1911],2,36 - GOEDEREEDE,36,Top. Inrichting,,1910,1911,,,,,,,,,2,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/tweede_editie/36 Goedereede.jpg,-,,,,,,,
432,1962,3,36 - GOEDEREEDE,36,,,1960,,1962,,,,,,Rijkswaterstaat Directie Algemene Dienst,Topografische Dienst,3,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/derde_editie/36 Goedereede.jpg,-,,,,,,,
575,1971,4,36 - GOEDEREEDE,36,,,1970,,1971,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging van de Rijkswaterstaat,Topografische Dienst,4,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/36 Goedereede-1.jpg,-,,,,,,,
576,1971,4,36 - GOEDEREEDE - bijkrt.w.e.,36,,,,,1971,,,,,,afdeling Waterstaatskartografie directie Waterhuishouding en Waterbeweging,Topografische Dienst,4,FALSE,TRUE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/vierde_editie/36 Goedereede-3.jpg,-,,,,,,,
960,[1870],1,37 - ROTTERDAM 1,37,Top. Bureau,,,1870,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,1,,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301187 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//38/50/05/38500589556866270096209714791425177248.jpg/mode/1up,
110,[1884],1BIS,37 - ROTTERDAM 1,37,Top. Inrigting,1882,,1884,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/37 Rotterdam-1.jpg,,,,,,,,
961,[1870],1,37 - ROTTERDAM 2,37,Top. Bur.,,,1870,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,1,,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301188 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//32/96/41/32964168258766747140032178457326057656.jpg/mode/1up,
111,[1884],1BIS,37 - ROTTERDAM 2,37,Top. Inrigting,1882,,1884,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/37 Rotterdam-2.jpg,,,,,,,,
962,[1870],1,37 - ROTTERDAM 3,37,Top. Bureau,,,1870,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,1,,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301189 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//11/63/73/116373034311000687727421526045347654227.jpg/mode/1up,
112,[1884],1BIS,37 - ROTTERDAM 3,37,Top. Inrigting,1883,,1884,,,,,,Schaal van 10000 Meters,,,1BIS,FALSE,FALSE,FALSE,2,https://www.rijkswaterstaat.nl/apps/geoservices/geodata/dmc/waterstaatskaart/geogegevens/raster/eerste_editie/37 Rotterdam-3.jpg,,,,,,,,
963,[1870],1,37 - ROTTERDAM 4,37,Top. Bureau,,,1870,,,,,,Schaal van 10000 Ellen,,,1,FALSE,FALSE,FALSE,1,,KAART: *VII*.B.a.21,920126955,randen geplastificeerd,G7301190 (volgnummer met potlood genoteerd),Geografisch Instituut Utrecht,x,http://objects.library.uu.nl/reader/index.php?obj=1874-389916&lan=nl#page//90/56/43/90564323154214278011543334248874355638.jpg/mode/1up,
