Nr;Titel;Herz.;Bew.;Uitgave;Editie;W.krt;Bijkrt, w.e.;Bijkrt, h.w.;Fys. Kenm.;Stempels;Prov.; op bladindex;Signatuur;Opm.;Kartob.;Bewaard;;
21;Zwolle-Oost;1976;;1978;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
21;Zwolle-Oost;;;1978;5;;W;;;;Nugter;Ja;;;;;;0
21;Zwolle-Oost;;;1978;5;;;H;;;Nugter;Ja;;;;;;0
21;Zwolle-Oost;1976;;1978;5;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;;LL.03518gk;Achterzijde bedrukt;;;;0
21;Zwolle-Oost;;;1978;5;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;;LL.03516gk;;;;;0
21;Zwolle-Oost;;;1978;5;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;;LL.03516gk;;;;;0
22;Coevorden 1;1884;1885;;1;;;;;;Nugter;;;;;;;0
22;Coevorden 1;1929;;;2;;;;;;Nugter;;;;;;;0
22;Coevorden 2;1884;1885;;1;;;;;;Nugter;;;Lichte schade linkerzijde -> kans op scheuren;;;;0
22;Coevorden 3;1883;1885;;1;;;;;Algemeene dienst van den waterstaat;Nugter;;;;;;;0
22;Coevorden 3;1929;;;2;;;;;;Nugter;;;;;;;0
22;Coevorden 4;1883;1884;;1;;;;;;Nugter;;;;;;;0
22;Coevorden West;1951;;;3;;;;;;Nugter;Ja;;Kartobibliografie stelt uitgave in 1960 niet te vinden op kaart -> ouder, achterzijde bedrukt;;;;0
22;Coevorden-West;1967;;1968;4;;;;;;Nugter;Ja;;;;;;0
22;Coevorden-West;1977;;1979;MD;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;Nee;;;0
22;Coevorden-West;;;1979;MD;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;Nee;;;0
22;Coevorden-West;;;1978;MD;;;H;;;Nugter;Ja;;;Nee;;;0
22;Coevorden-West;1977;;1979;MD;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
22;Coevorden-West;;;1979;MD;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
22;Coevorden-West;;;1978;MD;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
22;Coevorden-West;1988;1989;1990;5;Ja;;;;;Nugter;;;;;;;0
22;Coevorden-West;1988;1989;1990;5;;W;;;;Nugter;;;;;;;0
22;Coevorden-West;1988;1989;1990;5;;;H;;;Nugter;;;;;;;0
22;Coevorden-Oost;1938;1941;;2;;;;;;Nugter;;;;;;;0
22;Coevorden-Oost;1959;;1960;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
22;Coevorden-Oost;1968;;1969;4;;;;;;Nugter;Ja;;;;;;0
22;Coevorden-Oost;1978;;1980;MD;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;Nee;;;0
22;Coevorden-Oost;;;1980;MD;;W;;;;Nugter;Ja;;;Nee;;;0
22;Coevorden-Oost;;;1980;MD;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;Nee;;;0
22;Coevorden-Oost;1978;;1980;MD;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
22;Coevorden-Oost;;;1980;MD;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
22;Coevorden-Oost;;;1980;MD;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
22;Coevorden-Oost;;;1980;MD;;W;;;;Nugter;;;Hoofdkaart ontbreekt! Data even controleren, kan een typefoutje zijn!;;;;0
22;Coevorden-Oost;;;1980;MD;;;H;;;Nugter;;;;;;;0
23;Nieuw-Schoonebeek;1884;1885;;1;;;;Op linnen;;Nugter;;;;;;;0
23;Nieuw-Schoonebeek;1941;;;2;;;;;Topografische dienst archief;Nugter;;;;;;;0
23;Nieuw-Schoonebeek;1959;;1960;3;;;;;;Nugter;Ja;;;;;;0
23;Nieuw-Schoonebeek;1968;;1969;4;;;;;;Nugter;Ja;;;;;;0
23;Nieuw-Schoonebeek;;;1980;5;;W;;;Topografische dienst archief;Nugter;Ja;;Hoofdkaart ontbreekt!;;;;0
23;Nieuw-Schoonebeek;;;1980;5;;;H;;Topografische dienst archief;Nugter;Ja;;;;;;0
23;Nieuw-Schoonebeek;1978;;1980;5;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Ontbrekende hoofdkaart aanwezig in VU collectie!;;;;0
23;Nieuw-Schoonebeek;;;1980;5;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
23;Nieuw-Schoonebeek;;;1980;5;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
24;Hillegom 1;;1866;;1;;;;;;Nugter;;;Hillegom bestaat uit halfbladen i.p.v. kwartbladen, lichte schade randen/verzuring;;;;0
24;Hillegom 1;1898;1899;;2;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
24;Hillegom 2;;1867;;1;;;;;Topographische Inrichting;Nugter;;;Beginnende verzuring;;;;0
24;Hillegom 2;1898;1899;;2;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
24;Hillegom;1941;1943;;3;;;;;Topografische dienst archief;Nugter;Ja;;;;;;0
24;Hillegom;;1965;;4;;W;;;;Nugter;Ja;;Hoofdkaart ontbreekt!, Scheur in hoek (simpele reparatie), LL03516gt;;;;0
25;Amsterdam 1;;1866;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;Pre-1e editie volgens de kartobibliogafie;Nee;;;1
25;Amsterdam 1;1878;1879;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
25;Amsterdam 1;1925;;;2;;;;;;Nugter;Ja;;Staat in VU archief incorrect geclassificeerd als 1e editie!;;;;0
25;Amsterdam 2;;1866;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
25;Amsterdam 2;1878;1878;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
25;Amsterdam 2;1924;;;2;;;;;;Nugter;Ja;;Kleine scheur onderzijde;;;;0
25;Amsterdam 3;;1865;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
25;Amsterdam 3;1878;1879;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
25;Amsterdam 3;1925;;;2;;;;;;Nugter;Ja;;;;;;0
25;Amsterdam 4;;1865;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
25;Amsterdam 4;1878;1878;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
25;Amsterdam 4;1919;1920;;2;;;;;;Nugter;Ja;;;;;;0
25;Amsterdam West;1948;1950;;3;;;;;;Nugter;Ja;;Kaartbibliografie stelt bewerkt in 1956 -> kaart stelt 1950 (oudere kaart);;;;0
25;Amsterdam-West;1965-1966;;1968;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
25;Amsterdam-West;;;1968;4;;W;;;;Nugter;Ja;;LL.03516gk;;;;0
25;Amsterdam-West;1982;1980;1984;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
25;Amsterdam-West;1980;1982;1984;5;;;H;;;Nugter;Ja;;;;;;0
25;Amsterdam Oost;1947;1950;;3;;;;;;Nugter;Ja;;Groter formaat, achterzijde bedrukt;;;;0
25;Amsterdam-Oost;1967;;1968;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
25;Amsterdam Oost;;;1968;4;;W;;;;Nugter;Ja;;LL.03516gk;;;;0
25;Amsterdam-Oost;1982;1984;1985;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
25;Amsterdam Oost;1982;1984;1985;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
25;Amsterdam Oost;1982;1983;1984;5;;;H;;;Nugter;Ja;;;;;;0
26;Harderwijk 1;1878;1880;;1;;;;;Technische hoogeschool waterbouwkunde afd. weg en waterbouwkunde;Nugter;Ja;;Duplicaat!;;;;0
26;Harderwijk 1;1878;1880;;1;;;;Randen linnen;Waterstaats kartografie Documentatie;Nugter;;;;;;;0
26;Harderwijk 1;1928;;;2;;;;;;Nugter;Ja;;Harderwijk bestaat uit halfbladen i.p.v. kwartbladen, Staat in VU collectie onjuist geclassificeerd als 1e editie!;;;;0
26;Harderwijk 2;1878;1880;;1;;;;;Technische hoogeschool waterbouwkunde afd. weg en waterbouwkunde;Nugter;;;Duplicaat!, eerdere restauratie plaatsgevonden bij de eerste kaart;;;;0
26;Harderwijk 2;1878;1880;;1;;;;;"Commandant Vesting Holland; Commandement der Nieuwehollandse Waterlinie";Nugter;;;;;;;0
26;Harderwijk 2;1878;1880;;1;;;;;;Nugter;;;;;;;0
26;Harderwijk West;1952;;;3;;;;;;Nugter;Ja;;Staat in VU collectie onjuist geclassificeerd als 2e editie! VU edities Harderwijk kloppen niet!;;;;0
26;Harderwijk-West;1967;;1968;4;;;;;;Nugter;Ja;;;;;;0
26;Harderwijk-West;1972;;1972;MD;Ja;;;;;Nugter;Ja;;Tusseneditie tussen 4e en 5e editie;Nee;;;0
26;Harderwijk-West;;;1972;MD;;W;;;;Nugter;Ja;;;Nee;;;0
26;Harderwijk-West;;;1972;MD;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;Nee;;;0
26;Harderwijk-West;1972;;1972;MD;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
26;Harderwijk-West;;;1972;MD;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
26;Harderwijk-West;;;1972;MD;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
26;Harderwijk-West;1974;1983;1984;5;Ja;;;;;Nugter;;;Watervoorzieningen bijkaart ontbreekt!;;;;0
26;Harderwijk-West;1974;1983;1984;5;;;H;;;Nugter;;;;;;;0
26;Harderwijk (Oost);1942;;;3;;;;;;Nugter;;;Scheurrisico bovenzijde (slap papier);;;;0
26;Harderwijk-Oost;1962;;1965;4;;;;;;Nugter;Ja;;;;;;0
26;Harderwijk-Oost;1972;;1973;MD;Ja;;;;;Nugter;Ja;;;Nee;;;0
26;Harderwijk-Oost;;;1973;MD;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;Nee;;;0
26;Harderwijk-Oost;1972;;1973;MD;Ja;;;;;VU;Ja;LL.03518gk;;;;;0
26;Harderwijk-Oost;;;1973;MD;;;H;;;VU;Ja;LL.03516gk;;;;;0
26;Harderwijk-Oost;1974;1986;1987;5;Ja;;;;;Nugter;Andere uitgave;;;;;;0
26;Harderwijk-Oost;1974;1986;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;Andere uitgave;;Sticker gebruikt i.p.v. stempel;;;;0
26;Harderwijk-Oost;1974;1986;1987;5;;;H;;;Nugter;Andere uitgave;;;;;;0
27;Hattem 1;1880;1882;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Duplicaat!;;;;0
27;Hattem 1;1880;1882;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
27;Hattem 2;1880;1882;;1;;;;;;Nugter;;;Eerdere restauratiesporen;;;;0
27;Hattem 2;1880;1882;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
27;Hattem 3;1880;1882;;1;;;;;;Nugter;;;Kleine scheurtjes randen (slap papier);;;;0
27;Hattem 3;1880;1882;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
27;Hattem 4;1880;1883;;1;;;;;;Nugter;;;Eerdere restauratiesporen, lichte schade randen;;;;0
27;Hattem 4;1880;1883;;1;;;;;;Nugter;;;Opschrift potlood rechterhoek: Archief Zwolle ;;;;0
27;Hattem (West);1942;;;2;;;;;;Nugter;;;;;;;0
27;Hattem-West;1960-1963;;1965;MD;;;;;;Nugter;Ja;;Tusseneditie tussen de 1e en 2e editie;Nee;;;0
27;Heerde-West;1974;;1975;4;Ja;;;;;Nugter;Ja;;;;;;0
27;Heerde-West;;;1975;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
27;Heerde-West;;;1975;4;;;H;;;Nugter;Ja;;;;;;0
27;Heerde-West;1974;;1975;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
27;Heerde-West;;;1975;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
27;Heerde-West;;;1975;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
27;Heerde-West;1968;1968;1988;5;Ja;;;;;Nugter;;;;;;;0
27;Heerde-West;1968;1987;1988;5;;W;;;;Nugter;;;Kartobibliografie stelt bewerking in 1968;;;;0
27;Heerde-West;1968;1968;1988;5;;;H;;;Nugter;;;;;;;0
27;Hattem (Oost);1936;;;2;;;;;;Nugter;;;;;;;0
27;Hattem Oost;1954-1955;;;3;;;;;;Nugter;Ja;;;;;;0
27;Heerde-Oost;1976;;1978;4;Ja;;;;;Nugter;Ja;;;;;;0
27;Heerde-Oost;;;1978;4;;W;;;;Nugter;Ja;;;;;;0
27;Heerde-Oost;;;1978;4;;;H;;;Nugter;Ja;;Breder formaat;;;;0
27;Heerde-Oost;1968;1987;1990;5;Ja;;;;;Nugter;;;;;;;0
27;Heerde-Oost;1968;1987;1990;5;;W;;;;Nugter;;;;;;;0
27;Heerde-Oost;1968;1987;1988;5;;;H;;;Nugter;;;;;;;0
28;Almelo 1;1883;1884;;1;;;;;;Nugter;;;Eerdere restauratiesporen;;;;0
28;Almelo 2;1883;1885;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
28;Almelo 3;1882;1884;;1;;;;;;Nugter;;;Beginnende verzuring;;;;0
28;Almelo 4;1882;1884;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
28;Almelo 4;1924;;;MD;;;;;;Nugter;;;Tusseneditie tussen de 1e en 2e editie;Nee;;;1
28;Almelo (West);1937;;;2;;;;;;Nugter;;;;;;;0
28;Almelo-West;1954-1955;;;3;;;;;;Nugter;Ja;;;;;;0
28;Almelo-West;1978;;1979;4;Ja;;;;;Nugter;Ja;;Almelo-Oost 1980 is aanwezig +H in VU archief, achterzijde bedrukt;;;;0
28;Almelo-West;;;1979;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
28;Almelo-West;;;1979;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
28;Almelo-West;1978;;1979;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
28;Almelo-West;;;1979;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
28;Almelo-West;;;1979;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
28;Almelo-West;1976;1989;1990;5;Ja;;;;;Nugter;;;;;;;0
28;Almelo-West;1976;1989;1990;5;;W;;;;Nugter;;;;;;;0
28;Almelo-West;1976;1989;1990;5;;;H;;;Nugter;;;;;;;0
28;Almelo (Oost);1937;;;2;;;;;;Nugter;;;;;;;0
28;Almelo Oost;1954;;;3;;;;;;Nugter;Ja;;;;;;0
28;Almelo-Oost;1978;;1980;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
28;Almelo-Oost;;;1980;4;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
28;Almelo-Oost;1978;;1980;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
28;Almelo-Oost;;;1980;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
28;Almelo Oost;1976;1989;1990;5;Ja;;;;;Nugter;;;;;;;0
28;Almelo-Oost;1976;1989;1990;5;;W;;;;Nugter;;;;;;;0
28;Almelo-Oost;1976;1989;1990;5;;;H;;;Nugter;;;;;;;0
29;Denekamp 1;1883;1885;;1;;;;;;Nugter;;;Denekamp bestaat uit halfbladen i.p.v. kwatbladen;;;;0
29;Denekamp 1;1928;;;2;;;;;;Nugter;;;;;;;0
29;Denekamp 2;1882;1884;;1;;;;;;Nugter;;;;;;;0
29;Denekamp 2;1928;;;2;;;;Op linnen;Topografische dienst archief;Nugter;;;;;;;0
29;Denekamp;1952-1953;;;3;;;;;;Nugter;;;;;;;0
29;Denekamp;1977;;1979;4;Ja;;;;;Nugter;;;NIET AANWEZIG VOLGENS MAP COLLECTIE VU, WEL IN DOUBLETTENCOLLECTIE VU!;;;;0
29;Denekamp;;;1979;4;;;H;;;Nugter;;;;;;;0
29;Denekamp;1977;;1979;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
29;Denekamp;1976;1988;1989;5;Ja;;;;;Nugter;Ja;;;;;;0
29;Denekamp;1976;1988;1989;5;;;H;;;Nugter;Ja;;;;;;0
30;'s Gravenhage 1;;1868;;MD;;;;;Topographische Inrichting;Nugter;;;Tusseneditie -> wellicht dat dit samen met kaarten met gelijke jaartallen behoort tot een gehele eerste editie;Nee;;;1
30;'s Gravenhage 1;;1885;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
30;'s Gravenhage 1;1917;1918;;2;;;;;;Nugter;;;;;;;0
30;'s Gravenhage 2;;1868;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
30;'s Gravenhage 2;;1885;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;Tusseneditie -> wellicht dat dit samen met kaarten met gelijke jaartallen behoort tot een gehele tweede editie;Nee;;;1
30;'s Gravenhage 2;1917;1918;;2;;;;;;Nugter;;;Vervaagde stempel achterzijde: Geschenk Koningshuis/Archief 1971;;;;0
30;'s Gravenhage 3;;1868;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;Tusseneditie -> Ondersteunt vorige stelling;Nee;;;1
30;'s Gravenhage 3;;1885;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
30;'s Gravenhage 3;1917;1918;;2;;;;;;Nugter;;;;;;;0
30;'s Gravenhage-West;1959;;1960;3;;;;Randen geplastificeerd;"Waterstaats kartografie Documentatie; Archief";Nugter;Ja;;;;;;0
30;'s Gravenhage-West;1970;;1970;4;Ja;;;;;Nugter;Ja;;;;;;0
30;'s Gravenhage-West;;;1970;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;LL.03516gk;;;;0
30;'s Gravenhage (West en Oost);1941;1945;;MD;;;;;Topografische dienst bibliotheek ;Nugter;;;Tusseneditie tussen 2e en 3e editie, breder formaat;Nee;;;1
30;'s Gravenhage-Oost;1959;;1960;3;;;;;;Nugter;Ja;;;;;;0
30;'s Gravenhage-Oost;1970;;1971;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
30;'s Gravenhage-Oost;;;;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;LL.03516gk;;;;0
30;'s Gravenhage-Oost;1972;1978;1984;5;Ja;;;;;Nugter;Ja;;Watervoorzieningen bijkaart ontbreekt! Aanwezig in VU archief!;;;;0
30;'s Gravenhage-Oost;1972;1979;1985;5;;;H;;;Nugter;Ja;;;;;;0
31;Utrecht 1;;1869;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
31;Utrecht 1;1881;1882;;MD;;;;;;Nugter;Ja;;Sporen van eerdere restauratie, randen kaart in slechte conditie, schaal in ellen;Nee;;;0
31;Utrecht 1;1881;1882;;MD;;;;;Commandant Vesting Holland;Nugter;Ja;;Duplicaat!;Nee;;;0
31;Utrecht 1;1881;1882;;MD;;;;;;Nugter;Ja;;;Nee;;;0
31;Utrecht 2;;1869;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
31;Utrecht 2;1881;1882;;MD;;;;Randen geplastificeerd;;Nugter;;;Tusseneditie, sporen van eerdere restauratie;Nee;;;1
31;Utrecht 2;1919;;;2;;;;;;Nugter;Ja;;;;;;0
31;Utrecht 3;;1869;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
31;Utrecht 3;1881;1882;;MD;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;Duplicaat!;Nee;;;0
31;Utrecht 3;1881;1882;;MD;;;;;;Nugter;Ja;;;Nee;;;0
31;Utrecht 4;;1869;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
31;Utrecht 4;1881;1882;;MD;;;;Op linnen;Topographische Inrichting;Nugter;;;;Nee;;;1
31;Utrecht 4;1920;;;2;;;;;;Nugter;Ja;;;;;;0
31;Utrecht (West);1937;1940;;2;;;;;Topographische Inrichting;Nugter;;;Utrecht-West 1930 aanwezig in VU archief! Iets langer formaat;;;;0
31;Utrecht-West;1959;;1961;3;;;;;;Nugter;;;;;;;0
31;Utrecht-West;1969;;1970;4;Ja;;;;Topografische dienst bibliotheek ;Nugter;;;Achterzijde bedrukt, niet aangegeven in kartobibliografie dat dit een waterstaatskaart is;;;;0
31;Utrecht-West;;;1970;4;;W;;;;Nugter;;;;;;;0
31;Utrecht-West;1981;1980;1984;5;Ja;;;;Topografische dienst bibliotheek ;Nugter;Ja;;Watervoorzieningen bijkaart aanwezig in VU archief! Sticker gebruikt i.p.v. stempel;;;;0
31;Utrecht-West;1981;1980;1984;5;;;H;;;Nugter;Ja;;;;;;0
31;Utrecht Oost;1950;1952;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
31;Utrecht-Oost;1970;;1972;4;Ja;;;;;Nugter;;;Achterzijde bedrukt;;;;0
31;Utrecht-Oost;;;1972;4;;W;;;;Nugter;Ja;;Grote typefout in de kartobibliografie;;;;0
31;Utrecht-Oost;;;1972;4;;;H;;;Nugter;Ja;;Breder formaat;;;;0
31;Utrecht-Oost;1970;;1972;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;;LL.03518gk;NIET AANWEZIG VOLGENS MAP COLLECTIE VU, WEL IN DOUBLETTENCOLLECTIE VU!;;;;0
31;Utrecht-Oost;;;1972;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
31;Utrecht-Oost;;;1972;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
31;Utrecht-Oost;1981;1981;1984;5;Ja;;;;;Nugter;Ja;;Watervoorzieningen bijkaart ontbreekt!;;;;0
31;Utrecht-Oost;1981;1981;1984;5;;;H;;;Nugter;Ja;;;;;;0
32;Amersfoort 1;1878;1880;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;;;;;0
32;Amersfoort 1;1928;;;2;;;;;;Nugter;Ja;;VU archief incorrecte classificatie van 1920 kaarten als 1e editie! Classificatie Amersfoort heeft ook een revisie nodig!;;;;0
32;Amersfoort 2;1878;1880;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Lichte verzuring;;;;0
32;Amersfoort 2;1928;;;2;;;;;;Nugter;Ja;;Lichte verzuring;;;;0
32;Amersfoort 3;1879;1880;;1;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;;;;;0
32;Amersfoort 3;1928;;;2;;;;;;Nugter;Ja;;;;;;0
32;Amersfoort 4;1879;1880;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Lichte verzuring;;;;0
32;Amersfoort 4;1928;;;2;;;;;;Nugter;Ja;;;;;;0
32;Amersfoort West;1952;1953;;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
32;Amersfoort-West;1969;;1970;4;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
32;Amersfoort-West;1983;1983;1985;5;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
32;Amersfoort-West;1983;1983;1985;5;;W;;;;Nugter;Ja;;;;;;0
32;Amersfoort-West;1983;1983;1984;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Kartobibliografie stelt uitgave in 1985, kaart ouder, sticker gebruikt i.p.v. stempel;;;;0
32;Amersfoort Oost;1951;1953;;3;;;;;;Nugter;;;;;;;0
32;Amersfoort-Oost;1968;;1969;4;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
32;Amersfoort-Oost;1975;1983;1984;5;Ja;;;;;Nugter;Ja;;;;;;0
32;Amersfoort-Oost;1975;1983;1984;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
33;Zutphen 1;1880;1881;;1;;;;;;Nugter;;;Opschrift hoofingenieur Rijkswaterstaat 1882, lichte schade bovenrand ;;;;0
33;Zutphen 1;1880;1881;;1;;;;Op linnen;Topographische Inrichting;Nugter;;;Duplicaat!;;;;0
33;Zutphen 2;1880;1881;;1;;;;;;Nugter;Ja;;Opschrift hoofingenieur Rijkswaterstaat 1882, kaart beschadigd met beginnende verzuring, sporen van eerdere restauratie;;;;0
33;Zutphen 2;1880;1881;;1;;;;Op linnen;Topographische Inrichting;Nugter;Ja;;Duplicaat!;;;;0
33;Zutphen 3;1879;1881;;1;;;;;;Nugter;Ja;;;;;;0
33;Zutphen 4;1879;1881;;1;;;;;Waterstaats kartografie Documentatie;Nugter;Ja;;;;;;0
33;Zutphen (West);1930;1935;;2;;;;;;Nugter;Ja;;;;;;0
33;Zutphen-West;1959;;;3;;;;;;Nugter;Ja;;;;;;0
33;Apeldoorn-West;1974;;1975;4;Ja;;;;;Nugter;Ja;;;;;;0
33;Apeldoorn-West;;;1975;4;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;;;;;0
33;Apeldoorn-West;;;1975;4;;;H;;;Nugter;Ja;;;;;;0
33;Apeldoorn-West;1974;;1975;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;;;;;0
33;Apeldoorn-West;;;1975;4;;W;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
33;Apeldoorn-West;;;1975;4;;;H;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03516gk;;;;;0
33;Apeldoorn-West;1977;1987;1987;5;Ja;;;;;Nugter;Ja;;;;;;0
33;Apeldoorn-West;1977;1987;1987;5;;W;;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
33;Apeldoorn-West;1977;1987;1987;5;;;H;;Topografische dienst bibliotheek ;Nugter;Ja;;Sticker gebruikt i.p.v. stempel;;;;0
33;Zutphen-Oost;1929;1935;;2;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
33;Zutphen-Oost;1959;;1960;3;;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
33;Apeldoorn-Oost;1974;;1976;4;Ja;;;;;Nugter;Ja;;Achterzijde bedrukt;;;;0
33;Apeldoorn-Oost;;;1977;4;;W;;;;Nugter;Ja;;;;;;0
33;Apeldoorn-Oost;;;1976;4;;;H;;;Nugter;Ja;;;;;;0
33;Apeldoorn-Oost;1974;;1976;4;Ja;;;;Bibliotheek Vrije Universiteit Kaartenzaal;VU;Ja;LL.03518gk;Achterzijde bedrukt;;;;0
