Id ,serie_editie     ,serie ,serietekst                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,nr   ,titel                                                                                                                                                                                                                                                                                                                                                                                ,auteurs                                                                                                                                                                                 ,editie                               ,jaar metingen           ,jaar van uitgave,linksonder                                                ,rechtsonder          ,uitgever                                                 ,Drukker                                                 ,schaal         ,Stempel TIArchief                 ,StempelTIKaartenarchief                 ,StempelBiblPontonniers               ,StempelKVGIVU                                              ,StempelKaartenzaal                                  ,Stempel                    ,opmerkingen                                                                                                                                                                            ,Fyskenm                                        ,provenance,aanwezig in ub,image                                                                                                                       ,Opmerkingen PV
474,EERSTE HERZIENING,7     ,"Maas en Bergsche Maas / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topographische Inrichting, 1908-1914]. – 1 serie in 9 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                            ,S1   ,Poederoijen                                                                                                                                                                                                                                                                                                                                                                          ,Gegr. Door H. Guichard ; opgemeten door den Ambtenaar J.W. Hermanie ; in kaart gebracht en geteekend door den ambtenaar H.I. van Weezel Errens                                          ,                                     ,                        ,"1908,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_7/S1 Poederoijen. 1908.jpg                                                                          ,
448,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,29A  ,Poederoijen                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                        ,Vierde uitgave                       ,                        ,"1959,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/29a Poederoijen (vierde uitgave). 1959.jpg                                                        ,
368,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 31 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                            ,25   ,Poortershaven                                                                                                                                                                                                                                                                                                                                                                        ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Vierde uitgave                       ,1935-1936               ,"1936,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/25A Poortershaven (vierde uitgave). 1936.jpg                                                      ,
495,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topograf"                                                                                                                                                                                                                                                                                                                                                                                   ,25   ,Poortershaven                                                                                                                                                                                                                                                                                                                                                                        ,Karteering Rijkswaterstaat Algemeene Dienst                                                                                                                                             ,Vierde uitgave                       ,1935-1936               ,"1936,00"       ,                                                          ,                     ,'s-Gravenhage : Rijksuitgeverij                          ,(Delft  : Reproductie: Top. Dienst)                     ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,                                                           ,Bibliotheek Kaartenzaal Vrije Universiteit          ,                           ,"Foto-Litho, in kleur"                                                                                                                                                                 ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/25B Poortershaven (vierde uitgave). 1936.jpg                                                      ,
287,EERSTE DRUK      ,1     ,"Kaart van de rivieren de Boven Rijn, de Waal, de Merwede, de Oude en een gedeelte van de Nieuwe Maas van Lobith tot Brielle : in twintig bladen benevens twee supplementaire bladen voor de Dordtsche Kil / vervaardigd op last van zijne excellentie den Minister van Binnenlandse Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1830-1835. ([Delft] : het Bureau en de drukkerij van de Directie der Militaire Verkenningen). -  1 kaartserie, in 27 bladen : lithografie ; diverse formaten."                    ,17   ,Poortugaal                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,                                     ,1834                    ,"1834,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Directie der Militaire Verkenningen)           ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,"KZ: etiket  ""Noordelijk Waterstaats Arrondissement  van Overijssel"""                                                                                                                ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_1/17 Poortugaal_1834.jpg                                                                                  ,
313,EERSTE HERZIENING,1     ,"Herziene kaart van de rivieren Boven Rijn, Waal, Merwede, Noord, Dordsche Kil, Oude Maas, Spui en Nieuwe Maas / [Rijkswaterstaat]. - Schaal 1:10.000. – [Eerste herziening]. -  ['s-Gravenhage : Topografische Inrichting, 1873-1914]. - 1 serie in 29 bladen : lithografie ; diverse formaten"                                                                                                                                                                                                                                                                                                                                                    ,19   ,Poortugaal                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,                                     ,                        ,"1880,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,-                                                                                                                           ,
262,EERSTE DRUK      ,1     ,"Kaart van de rivieren de Boven Rijn, de Waal, de Merwede, de Oude en een gedeelte van de Nieuwe Maas van Lobith tot Brielle : in twintig bladen benevens twee supplementaire bladen voor de Dordtsche Kil / vervaardigd op last van zijne excellentie den Minister van Binnenlandse Zaken, onder directie van den Hoofd-Ingenieur bij de Algemeene Dienst van den Waterstaat B.H. Goudriaan. – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1830-1835. ([Delft] : het Bureau en de drukkerij van de Directie der Militaire Verkenningen). -  1 kaartserie, in 27 bladen : lithografie ; diverse formaten."                    ,15   ,Puttershoek                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                        ,                                     ,1833                    ,"1833,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Directie der Militaire Verkenningen)           ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,"KZ: etiket  ""Noordelijk Waterstaats Arrondissement  van Overijssel"""                                                                                                                ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_1/15 Puttershoek_1833.jpg                                                                                 ,
278,TWEEDE HERZIENING,1     ,"Bovenrijn, Waal, Boven-en Beneden Merwede, Dordsche Kil, Oude Maas, Noord, Brielsche Nieuwe Maas / [Rijkswaterstaat]. – Schaal 1:10.000. – [Tweede herziening]. - [’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst, 1914-1961]. – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                  ,16   ,Puttershoek                                                                                                                                                                                                                                                                                                                                                                          ,                                                                                                                                                                                        ,Vierde uitgave                       ,                        ,"1952,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_1/16 Puttershoek (vierde uitgave). 1952.jpg                                                         ,
443,VASSEN-HERZIENING,1     ,"Boven-Rijn, Waal, Boven- en Beneden Merwede, Noord, Dordtsche Kil, Oude Maas, Spui, Brielsche Nieuwe Maas / [Rijkswaterstaat]. – Schaal 1:10.000. – [’s-Gravenhage : Topografische Inrichting, 1920-1931]. – 1 serie in 12 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                               ,16[a],Puttershoek . Noord                                                                                                                                                                                                                                                                                                                                                                  ,                                                                                                                                                                                        ,                                     ,                        ,1931            ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,vassen_herziening/Serie_1/16 Puttershoek. Noord. 1931.jpg                                                                   ,Voorlopig jaar toegevoegd
444,VASSEN-HERZIENING,1     ,"Boven-Rijn, Waal, Boven- en Beneden Merwede, Noord, Dordtsche Kil, Oude Maas, Spui, Brielsche Nieuwe Maas / [Rijkswaterstaat]. – Schaal 1:10.000. – [’s-Gravenhage : Topografische Inrichting, 1920-1931]. – 1 serie in 12 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                               ,16[b],Puttershoek. Zuid                                                                                                                                                                                                                                                                                                                                                                    ,                                                                                                                                                                                        ,                                     ,                        ,1931            ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,vassen_herziening/Serie_1/16 Puttershoek. Zuid. 1931.jpg                                                                    ,Voorlopig jaar toegevoegd
393,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,32   ,Raamsdonk                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,Vierde uitgave                       ,                        ,"1940,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/32 Raamsdonk (vierde uitgave). 1940.jpg                                                           ,
353,EERSTE HERZIENING,4 EN 5,"Maas / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische inrichting, 1873-1903]. – 1 serie in 33 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                                             ,22   ,Ravenstein                                                                                                                                                                                                                                                                                                                                                                           ,Opgemeten door den Abtenaar H. Vierkant ; In kaart gebracht en geteekende door de ammbtenaren H. v.d. Schalk en S.J. Negrijn ; Gegr. door Fred. Kierdorff                               ,                                     ,1895-1896               ,"1897,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Topographische inrichting)                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,                                                                                                                                                                                       ,Grote scheur LO                                ,          ,Ja            ,eerste_herziening/Serie_4_en_5/22 Ravenstein. 1897.jpg                                                                      ,
350,TWEEDE HERZIENING,3     ,"Afgedamde Maas, Boven- en Beneden-Merwede, Bergsche Maas, Amer, Biesbosch, Hollandsch Diep, Haringvliet en gedeelte Volkerak / [Rijkswaterstaat]. –[’s-Gravenhage : Staatsdrukkerij, 1933-1960] (Delft : Topografische Dienst). – 1 serie in 53 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                          ,22   ,Ravenstein                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                                        ,Derde uitgave                        ,                        ,1960            ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,tweede_herziening/Serie_3/22 Ravenstein (derde uitgave). 1950.jpg                                                           ,Voorlopig jaar toegevoegd
373,EERSTE DRUK      ,4     ,"Kaart van de rivier de Boven Maas van Vise tot Woudrichem : in vierendertig bladen / opgemeten en vervaardigd door den eersten landmeter bij de Algemeene dienst van den Waterstaat E. Olivier Dz. ; op last van zijne excellentie den minister van Binnenlandsche Zaken, onder directie van den fungerenden Hoofd-Ingenieur en van den Ingenieur in Algemeene Dienst van den Waterstaat L.J.A. van der Kun en R. Musquetier.  – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1849-1856 ([Delft] : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 serie in 38 bladen : lithografie; diverse formaten.",26   ,Ravestein                                                                                                                                                                                                                                                                                                                                                                            ,                                                                                                                                                                                        ,                                     ,1852                    ,"1852,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,"RO in handschrift: ""Ontfangen 28 November 1856 No. 2242/1 (zie no. 577 c/442. -  KZ: etiket  ""Noordelijk Waterstaats Arrondissement  van Overijssel"""                              ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_4/26 Ravestein. 1852.jpg                                                                                  ,
57 ,EERSTE DRUK      ,4     ,"Kaart van de rivier de Boven Maas van Vise tot Woudrichem : in vierendertig bladen / opgemeten en vervaardigd door den eersten landmeter bij de Algemeene dienst van den Waterstaat E. Olivier Dz. ; op last van zijne excellentie den minister van Binnenlandsche Zaken, onder directie van den fungerenden Hoofd-Ingenieur en van den Ingenieur in Algemeene Dienst van den Waterstaat L.J.A. van der Kun en R. Musquetier.  – Schaal 1:10.000. - [Delft] : Algemeene Dienst van den Waterstaat, 1849-1856 ([Delft] : Topographisch Bureau en Drukkerij van het Departement van Oorlog). – 1 serie in 38 bladen : lithografie; diverse formaten.",3    ,Reckheim                                                                                                                                                                                                                                                                                                                                                                             ,                                                                                                                                                                                        ,                                     ,1847                    ,"1847,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,"(Delft  : Ministerie van Oorlog,Topographisch Bureau)" ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,"KZ: etiket  ""Noordelijk Waterstaats Arrondissement  van Overijssel"""                                                                                                                ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_4/03 Reckheim. 1847.jpg                                                                                   ,
34 ,TWEEDE HERZIENING,4     ,"IJssel, Ganzendiep en Goot, Zwarte Water / [Rijkswaterstaat]. - [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1927-1933]. (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                          ,2    ,Reden (Noord)                                                                                                                                                                                                                                                                                                                                                                        ,                                                                                                                                                                                        ,                                     ,1927                    ,"1927,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Top. Inr.)                                    ,Schaal 1:10.000,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,Foto-Litho                                                                                                                                                                             ,                                               ,          ,Ja            ,tweede_herziening/Serie_4/02 Reden. 1925.jpg                                                                                ,
35 ,TWEEDE HERZIENING,4     ,"IJssel, Ganzendiep en Goot, Zwarte Water / [Rijkswaterstaat]. - [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1927-1933]. (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 35 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                          ,2    ,Reden (Zuid)                                                                                                                                                                                                                                                                                                                                                                         ,                                                                                                                                                                                        ,                                     ,                        ,"1927,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,-                                                                                                                           ,
93 ,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topografische Dienst). – 1 serie in 31 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                            ,5    ,Renkum                                                                                                                                                                                                                                                                                                                                                                               ,                                                                                                                                                                                        ,                                     ,1913-1914               ,"1917,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Topographische inrichting)                    ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,Kaartenverzameling Geografisch Instituut Vrije Universiteit,                                                    ,                           ,"RB: Bijl … 3 april 1918, n. 603"                                                                                                                                                      ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/05 Renkum. 1917.jpg                                                                               ,
485,TWEEDE HERZIENING,2     ,"Pannerdensch Kanaal, Neder-Rijn, Lek, Nieuwe Maas, Scheur, Nieuwe Waterweg / [Rijkswaterstaat]. – Schaal 1:5.000 / 1:10.000. – [Tweede herziening]. - [’s-Gravenhage : Staatsdrukkerij, 1914-1961] (’s-Gravenhage ; Delft : Topografische Inrichting : Topograf"                                                                                                                                                                                                                                                                                                                                                                                   ,5    ,Renkum                                                                                                                                                                                                                                                                                                                                                                               ,                                                                                                                                                                                        ,                                     ,1913-1914               ,"1917,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft  : Topographische inrichting)                    ,Schaal 1:5.000 ,                                  ,                                        ,                                     ,                                                           ,Bibliotheek Kaartenzaal Vrije Universiteit          ,                           ,                                                                                                                                                                                       ,                                               ,          ,Ja            ,tweede_herziening/Serie_2/05 Renkum. 1917.jpg                                                                               ,
33 ,EERSTE DRUK      ,3     ,"Kaart van de rivier de Ijssel van Westervoort tot Kampen : in twintig bladen benevens twee supplementaire bladen / vervaardigd op last van Zijne Excellentie den Minister van Binnenlandsche Zaken, onder directie van den fungerenden Hoofd-Ingenieur en van den Ingenieur bij de Algemeene Dienst van den Waterstaat L.J.A. van der Kun en R. Musquetier. – Schaal 1:10.000. - [Delft : Algemeene Dienst van den Waterstaat, 1840-1846] ([Delft] : Topographisch Bureau, Ministerie van Oorlog). – 1 serie in 27 bladen : lithografie ; diverse formaten."                                                                                       ,2    ,Rhede                                                                                                                                                                                                                                                                                                                                                                                ,                                                                                                                                                                                        ,                                     ,1843                    ,"1844,00"       ,                                                          ,                     ,['s-Gravenhage : Staatsuitgeverij]                       ,(Delft : Departement van Oorlog)                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,Nugter    ,Ja            ,eerste_druk/Serie_3/02 Rhede. 1840-1843.jpg                                                                                 ,
30 ,EERSTE HERZIENING,3     ,"IJssel en Zwarte Water / [Rijkswaterstaat]. - Schaal 1:10.000. - [Eerste herziening]. - ['s-Gravenhage : Topografische Inrichting, 1877-1909]. – 1 kaartserie in 20 bladen : lithografie ; diverse formaten."                                                                                                                                                                                                                                                                                                                                                                                                                                      ,2    ,Rheden                                                                                                                                                                                                                                                                                                                                                                               ,                                                                                                                                                                                        ,                                     ,                        ,"1888,00"       ,                                                          ,                     ,                                                         ,                                                        ,Schaal 1:10.000,                                  ,                                        ,                                     ,                                                           ,                                                    ,                           ,                                                                                                                                                                                       ,                                               ,          ,              ,eerste_herziening/Serie_3/02 Rheden. 1888.jpg                                                                               ,
